<<<<<<< HEAD:Teams.csv
yearID,lgID,teamID,franchID,divID,Rank,Ghome,DivWin,WCWin,LgWin,WSWin,name,park,attendance,BPF,PPF,teamIDBR,teamIDlahman45,teamIDretro
1914,NL,BRO,LAD,,5,79,,,N,N,Brooklyn Robins,Ebbets Field,122671,102,102,BRO,BRO,BRO
1914,NL,BSN,ATL,,1,79,,,Y,Y,Boston Braves,South End Grounds III,382913,104,102,BSN,BSN,BSN
1914,FL,BUF,BFL,,4,,,,N,,Buffalo Buffeds,,,102,103,BUF,BUF,BUF
1914,AL,CHA,CHW,,6,81,,,N,N,Chicago White Sox,Comiskey Park,469290,99,98,CHW,CHA,CHA
1914,FL,CHF,CHH,,2,,,,N,,Chicago Chi-Feds,Wrigley Field,,94,92,CHI,CHF,CHF
1914,NL,CHN,CHC,,4,76,,,N,N,Chicago Cubs,West Side Park II,202516,100,100,CHC,CHN,CHN
1914,NL,CIN,CIN,,8,77,,,N,N,Cincinnati Reds,Crosley Field,100791,103,105,CIN,CIN,CIN
1914,AL,CLE,CLE,,8,79,,,N,N,Cleveland Naps,League Park II,185997,104,105,CLE,CLE,CLE
1914,AL,DET,DET,,4,78,,,N,N,Detroit Tigers,Navin Field,416225,103,102,DET,DET,DET
1914,FL,IND,NEW,,1,,,,Y,,Indianapolis Hoosiers,,,111,108,IND,IND,IND
1914,FL,KCF,KCP,,6,,,,N,,Kansas City Packers,,,97,97,KCP,KCF,KCF
1914,NL,NY1,SFG,,2,80,,,N,N,New York Giants,Polo Grounds IV,364313,97,95,NYG,NY1,NY1
1914,AL,NYA,NYY,,6,78,,,N,N,New York Yankees,Polo Grounds IV,359477,100,101,NYY,NYA,NYA
1914,AL,PHA,OAK,,1,78,,,Y,N,Philadelphia Athletics,Shibe Park,346641,96,95,PHA,PHA,PHA
1914,NL,PHI,PHI,,6,78,,,N,N,Philadelphia Phillies,Baker Bowl,138474,106,105,PHI,PHI,PHI
1914,NL,PIT,PIT,,7,77,,,N,N,Pittsburgh Pirates,Forbes Field,139620,96,95,PIT,PIT,PIT
1914,FL,PTF,PBS,,7,,,,N,,Pittsburgh Rebels,,,99,99,PBS,PTF,PTF
1914,AL,SLA,BAL,,5,81,,,N,N,St. Louis Browns,Sportsman's Park IV,244714,96,99,SLB,SLA,SLA
1914,FL,SLF,SLI,,8,,,,N,,St. Louis Terriers,,,105,105,SLM,SLF,SLF
1914,NL,SLN,STL,,3,79,,,N,N,St. Louis Cardinals,Robison Field,256099,99,100,STL,SLN,SLN
1914,AL,WS1,MIN,,3,77,,,N,N,Washington Senators,Griffith Stadium I,243888,104,103,WSH,WS1,WS1
1915,FL,BLF,BLT,,8,,,,N,,Baltimore Terrapins,,,103,105,BAL,BLF,BLF
1915,AL,BOS,BOS,,1,76,,,Y,Y,Boston Red Sox,Fenway Park I,539885,97,95,BOS,BOS,BOS
1915,FL,BRF,BTT,,7,,,,N,,Brooklyn Tip-Tops,,,99,100,BTT,BRF,BRF
1915,NL,BRO,LAD,,3,78,,,N,N,Brooklyn Robins,Ebbets Field,297766,102,101,BRO,BRO,BRO
1915,NL,BSN,ATL,,2,78,,,N,N,Boston Braves,Fenway Park I / Braves Field,376283,98,97,BSN,BSN,BSN
1915,FL,BUF,BFL,,6,,,,N,,Buffalo Blues,,,102,103,BUF,BUF,BUF
1915,AL,CHA,CHW,,3,79,,,N,N,Chicago White Sox,Comiskey Park,539461,103,102,CHW,CHA,CHA
1915,FL,CHF,CHH,,2,,,,Y,,Chicago Whales,Wrigley Field,,94,92,CHI,CHF,CHF
1915,NL,CHN,CHC,,4,77,,,N,N,Chicago Cubs,West Side Park II,217058,100,101,CHC,CHN,CHN
1915,NL,CIN,CIN,,7,79,,,N,N,Cincinnati Reds,Crosley Field,218878,102,104,CIN,CIN,CIN
1915,AL,CLE,CLE,,7,77,,,N,N,Cleveland Indians,League Park II,159285,102,104,CLE,CLE,CLE
1915,AL,DET,DET,,2,77,,,N,N,Detroit Tigers,Navin Field,476105,105,103,DET,DET,DET
1915,FL,KCF,KCP,,4,,,,N,,Kansas City Packers,,,97,97,KCP,KCF,KCF
1915,FL,NEW,NEW,,5,,,,N,,Newark Pepper,,,94,94,NEW,NEW,NEW
1915,NL,NY1,SFG,,8,76,,,N,N,New York Giants,Polo Grounds IV,391850,94,93,NYG,NY1,NY1
1915,AL,NYA,NYY,,5,82,,,N,N,New York Yankees,Polo Grounds IV,256035,100,100,NYY,NYA,NYA
1915,AL,PHA,OAK,,8,74,,,N,N,Philadelphia Athletics,Shibe Park,146223,96,99,PHA,PHA,PHA
1915,NL,PHI,PHI,,1,76,,,Y,N,Philadelphia Phillies,Baker Bowl,449898,101,100,PHI,PHI,PHI
1915,NL,PIT,PIT,,5,79,,,N,N,Pittsburgh Pirates,Forbes Field,225743,99,99,PIT,PIT,PIT
1915,FL,PTF,PBS,,3,,,,N,,Pittsburgh Rebels,,,99,99,PBS,PTF,PTF
1915,AL,SLA,BAL,,6,76,,,N,N,St. Louis Browns,Sportsman's Park IV,150358,96,98,SLB,SLA,SLA
1915,FL,SLF,SLI,,1,,,,N,,St. Louis Terriers,,,105,105,SLM,SLF,SLF
1915,NL,SLN,STL,,6,81,,,N,N,St. Louis Cardinals,Robison Field,252666,100,101,STL,SLN,SLN
1915,AL,WS1,MIN,,4,80,,,N,N,Washington Senators,Griffith Stadium I,167332,102,101,WSH,WS1,WS1
1916,AL,BOS,BOS,,1,78,,,Y,Y,Boston Red Sox,Fenway Park I,496397,101,98,BOS,BOS,BOS
1916,NL,BRO,LAD,,1,78,,,Y,N,Brooklyn Robins,Ebbets Field,447747,103,102,BRO,BRO,BRO
1916,NL,BSN,ATL,,3,78,,,N,N,Boston Braves,Braves Field,313495,95,94,BSN,BSN,BSN
1916,AL,CHA,CHW,,2,77,,,N,N,Chicago White Sox,Comiskey Park,679923,101,98,CHW,CHA,CHA
1916,NL,CHN,CHC,,5,79,,,N,N,Chicago Cubs,Wrigley Field,453685,110,111,CHC,CHN,CHN
1916,NL,CIN,CIN,,7,76,,,N,N,Cincinnati Reds,Crosley Field,255846,98,99,CIN,CIN,CIN
1916,AL,CLE,CLE,,6,78,,,N,N,Cleveland Indians,League Park II,492106,106,106,CLE,CLE,CLE
1916,AL,DET,DET,,3,77,,,N,N,Detroit Tigers,Navin Field,616772,104,101,DET,DET,DET
1916,NL,NY1,SFG,,4,78,,,N,N,New York Giants,Polo Grounds IV,552056,95,93,NYG,NY1,NY1
1916,AL,NYA,NYY,,4,79,,,N,N,New York Yankees,Polo Grounds IV,469211,102,102,NYY,NYA,NYA
1916,AL,PHA,OAK,,8,76,,,N,N,Philadelphia Athletics,Shibe Park,184471,95,101,PHA,PHA,PHA
1916,NL,PHI,PHI,,2,79,,,N,N,Philadelphia Phillies,Baker Bowl,515365,104,101,PHI,PHI,PHI
1916,NL,PIT,PIT,,6,78,,,N,N,Pittsburgh Pirates,Forbes Field,289132,101,102,PIT,PIT,PIT
1916,AL,SLA,BAL,,5,79,,,N,N,St. Louis Browns,Sportsman's Park IV,335740,95,97,SLB,SLA,SLA
1916,NL,SLN,STL,,7,76,,,N,N,St. Louis Cardinals,Robison Field,224308,99,101,STL,SLN,SLN
1916,AL,WS1,MIN,,7,81,,,N,N,Washington Senators,Griffith Stadium I,177265,99,99,WSH,WS1,WS1
1917,AL,BOS,BOS,,2,80,,,N,N,Boston Red Sox,Fenway Park I,387856,99,97,BOS,BOS,BOS
1917,NL,BRO,LAD,,7,78,,,N,N,Brooklyn Robins,Ebbets Field,221619,103,103,BRO,BRO,BRO
1917,NL,BSN,ATL,,6,77,,,N,N,Boston Braves,Braves Field,174253,94,94,BSN,BSN,BSN
1917,AL,CHA,CHW,,1,79,,,Y,Y,Chicago White Sox,Comiskey Park,684521,102,100,CHW,CHA,CHA
1917,NL,CHN,CHC,,5,77,,,N,N,Chicago Cubs,Wrigley Field,360218,108,107,CHC,CHN,CHN
1917,NL,CIN,CIN,,4,80,,,N,N,Cincinnati Reds,Crosley Field,269056,96,97,CIN,CIN,CIN
1917,AL,CLE,CLE,,3,78,,,N,N,Cleveland Indians,League Park II,477298,107,106,CLE,CLE,CLE
1917,AL,DET,DET,,4,76,,,N,N,Detroit Tigers,Navin Field,457289,100,99,DET,DET,DET
1917,NL,NY1,SFG,,1,80,,,Y,N,New York Giants,Polo Grounds IV,500264,97,94,NYG,NY1,NY1
1917,AL,NYA,NYY,,6,75,,,N,N,New York Yankees,Polo Grounds IV,330294,101,101,NYY,NYA,NYA
1917,AL,PHA,OAK,,8,76,,,N,N,Philadelphia Athletics,Shibe Park,221432,98,103,PHA,PHA,PHA
1917,NL,PHI,PHI,,2,76,,,N,N,Philadelphia Phillies,Baker Bowl,354428,104,104,PHI,PHI,PHI
1917,NL,PIT,PIT,,8,79,,,N,N,Pittsburgh Pirates,Forbes Field,192807,103,105,PIT,PIT,PIT
1917,AL,SLA,BAL,,7,78,,,N,N,St. Louis Browns,Sportsman's Park IV,210486,96,98,SLB,SLA,SLA
1917,NL,SLN,STL,,3,78,,,N,N,St. Louis Cardinals,Robison Field,288491,97,99,STL,SLN,SLN
1917,AL,WS1,MIN,,5,80,,,N,N,Washington Senators,Griffith Stadium I,89682,99,99,WSH,WS1,WS1
1918,AL,BOS,BOS,,1,70,,,Y,Y,Boston Red Sox,Fenway Park I,249513,98,97,BOS,BOS,BOS
1918,NL,BRO,LAD,,5,54,,,N,N,Brooklyn Robins,Ebbets Field,83831,100,101,BRO,BRO,BRO
1918,NL,BSN,ATL,,7,52,,,N,N,Boston Braves,Braves Field,84938,96,97,BSN,BSN,BSN
1918,AL,CHA,CHW,,6,56,,,N,N,Chicago White Sox,Comiskey Park,195081,101,98,CHW,CHA,CHA
1918,NL,CHN,CHC,,1,74,,,Y,N,Chicago Cubs,Wrigley Field,337256,102,101,CHC,CHN,CHN
1918,NL,CIN,CIN,,3,71,,,N,N,Cincinnati Reds,Crosley Field,163009,98,97,CIN,CIN,CIN
1918,AL,CLE,CLE,,2,62,,,N,N,Cleveland Indians,League Park II,295515,109,108,CLE,CLE,CLE
1918,AL,DET,DET,,7,58,,,N,N,Detroit Tigers,Navin Field,203719,96,96,DET,DET,DET
1918,NL,NY1,SFG,,2,56,,,N,N,New York Giants,Polo Grounds IV,256618,98,95,NYG,NY1,NY1
1918,AL,NYA,NYY,,4,67,,,N,N,New York Yankees,Polo Grounds IV,282047,102,102,NYY,NYA,NYA
1918,AL,PHA,OAK,,8,68,,,N,N,Philadelphia Athletics,Shibe Park,177926,101,105,PHA,PHA,PHA
1918,NL,PHI,PHI,,6,57,,,N,N,Philadelphia Phillies,Baker Bowl,122266,107,108,PHI,PHI,PHI
1918,NL,PIT,PIT,,4,71,,,N,N,Pittsburgh Pirates,Forbes Field,213610,103,104,PIT,PIT,PIT
1918,AL,SLA,BAL,,5,53,,,N,N,St. Louis Browns,Sportsman's Park IV,122076,97,99,SLB,SLA,SLA
1918,NL,SLN,STL,,8,73,,,N,N,St. Louis Cardinals,Robison Field,110599,97,98,STL,SLN,SLN
1918,AL,WS1,MIN,,3,74,,,N,N,Washington Senators,Griffith Stadium I,182122,99,98,WSH,WS1,WS1
1919,AL,BOS,BOS,,6,66,,,N,N,Boston Red Sox,Fenway Park I,417291,94,94,BOS,BOS,BOS
1919,NL,BRO,LAD,,5,70,,,N,N,Brooklyn Robins,Ebbets Field,360721,103,103,BRO,BRO,BRO
1919,NL,BSN,ATL,,6,68,,,N,N,Boston Braves,Braves Field,167401,95,98,BSN,BSN,BSN
1919,AL,CHA,CHW,,1,70,,,Y,N,Chicago White Sox,Comiskey Park,627186,100,99,CHW,CHA,CHA
1919,NL,CHN,CHC,,3,71,,,N,N,Chicago Cubs,Wrigley Field,424430,100,99,CHC,CHN,CHN
1919,NL,CIN,CIN,,1,70,,,Y,Y,Cincinnati Reds,Crosley Field,532501,97,95,CIN,CIN,CIN
1919,AL,CLE,CLE,,2,69,,,N,N,Cleveland Indians,League Park II,538135,106,104,CLE,CLE,CLE
1919,AL,DET,DET,,4,70,,,N,N,Detroit Tigers,Navin Field,643805,98,100,DET,DET,DET
1919,NL,NY1,SFG,,2,69,,,N,N,New York Giants,Polo Grounds IV,708857,100,97,NYG,NY1,NY1
1919,AL,NYA,NYY,,3,73,,,N,N,New York Yankees,Polo Grounds IV,619164,101,99,NYY,NYA,NYA
1919,AL,PHA,OAK,,8,70,,,N,N,Philadelphia Athletics,Shibe Park,225209,101,106,PHA,PHA,PHA
1919,NL,PHI,PHI,,8,71,,,N,N,Philadelphia Phillies,Baker Bowl,240424,107,111,PHI,PHI,PHI
1919,NL,PIT,PIT,,4,70,,,N,N,Pittsburgh Pirates,Forbes Field,276810,104,103,PIT,PIT,PIT
1919,AL,SLA,BAL,,5,70,,,N,N,St. Louis Browns,Sportsman's Park IV,349350,102,103,SLB,SLA,SLA
1919,NL,SLN,STL,,7,69,,,N,N,St. Louis Cardinals,Robison Field,167059,94,96,STL,SLN,SLN
1919,AL,WS1,MIN,,7,72,,,N,N,Washington Senators,Griffith Stadium I,234096,99,99,WSH,WS1,WS1
1920,AL,BOS,BOS,,5,76,,,N,N,Boston Red Sox,Fenway Park I,402445,96,96,BOS,BOS,BOS
1920,NL,BRO,LAD,,1,78,,,Y,N,Brooklyn Robins,Ebbets Field,808722,104,103,BRO,BRO,BRO
1920,NL,BSN,ATL,,7,74,,,N,N,Boston Braves,Braves Field,162483,95,97,BSN,BSN,BSN
1920,AL,CHA,CHW,,2,77,,,N,N,Chicago White Sox,Comiskey Park,833492,99,99,CHW,CHA,CHA
1920,NL,CHN,CHC,,5,77,,,N,N,Chicago Cubs,Wrigley Field,480783,101,102,CHC,CHN,CHN
1920,NL,CIN,CIN,,3,77,,,N,N,Cincinnati Reds,Crosley Field,568107,98,97,CIN,CIN,CIN
1920,AL,CLE,CLE,,1,78,,,Y,Y,Cleveland Indians,League Park II,912832,104,101,CLE,CLE,CLE
1920,AL,DET,DET,,7,78,,,N,N,Detroit Tigers,Navin Field,579650,97,98,DET,DET,DET
1920,NL,NY1,SFG,,2,80,,,N,N,New York Giants,Polo Grounds IV,929609,100,97,NYG,NY1,NY1
1920,AL,NYA,NYY,,3,77,,,N,N,New York Yankees,Polo Grounds IV,1289422,104,101,NYY,NYA,NYA
1920,AL,PHA,OAK,,8,77,,,N,N,Philadelphia Athletics,Shibe Park,287888,101,106,PHA,PHA,PHA
1920,NL,PHI,PHI,,8,77,,,N,N,Philadelphia Phillies,Baker Bowl,330998,104,109,PHI,PHI,PHI
1920,NL,PIT,PIT,,4,78,,,N,N,Pittsburgh Pirates,Forbes Field,429037,103,103,PIT,PIT,PIT
1920,AL,SLA,BAL,,4,78,,,N,N,St. Louis Browns,Sportsman's Park IV,419311,103,103,SLB,SLA,SLA
1920,NL,SLN,STL,,5,76,,,N,N,St. Louis Cardinals,Robison Field/Sportsman's Park IV,326836,98,98,STL,SLN,SLN
1920,AL,WS1,MIN,,6,76,,,N,N,Washington Senators,Griffith Stadium I,359260,97,98,WSH,WS1,WS1
1921,AL,BOS,BOS,,5,77,,,N,N,Boston Red Sox,Fenway Park I,279273,97,99,BOS,BOS,BOS
1921,NL,BRO,LAD,,5,78,,,N,N,Brooklyn Robins,Ebbets Field,613245,105,104,BRO,BRO,BRO
1921,NL,BSN,ATL,,4,74,,,N,N,Boston Braves,Braves Field,318627,94,96,BSN,BSN,BSN
1921,AL,CHA,CHW,,7,77,,,N,N,Chicago White Sox,Comiskey Park,543650,98,98,CHW,CHA,CHA
1921,NL,CHN,CHC,,7,76,,,N,N,Chicago Cubs,Wrigley Field,410107,100,101,CHC,CHN,CHN
1921,NL,CIN,CIN,,6,76,,,N,N,Cincinnati Reds,Crosley Field,311227,95,94,CIN,CIN,CIN
1921,AL,CLE,CLE,,2,77,,,N,N,Cleveland Indians,League Park II,748705,102,100,CLE,CLE,CLE
1921,AL,DET,DET,,6,77,,,N,N,Detroit Tigers,Navin Field,661527,99,100,DET,DET,DET
1921,NL,NY1,SFG,,1,79,,,Y,Y,New York Giants,Polo Grounds IV,973477,102,98,NYG,NY1,NY1
1921,AL,NYA,NYY,,1,78,,,Y,N,New York Yankees,Polo Grounds IV,1230696,102,98,NYY,NYA,NYA
1921,AL,PHA,OAK,,8,77,,,N,N,Philadelphia Athletics,Shibe Park,344430,100,104,PHA,PHA,PHA
1921,NL,PHI,PHI,,8,76,,,N,N,Philadelphia Phillies,Baker Bowl,273961,107,111,PHI,PHI,PHI
1921,NL,PIT,PIT,,2,76,,,N,N,Pittsburgh Pirates,Forbes Field,701567,102,101,PIT,PIT,PIT
1921,AL,SLA,BAL,,3,77,,,N,N,St. Louis Browns,Sportsman's Park IV,355978,106,105,SLB,SLA,SLA
1921,NL,SLN,STL,,3,78,,,N,N,St. Louis Cardinals,Sportsman's Park IV,384773,97,96,STL,SLN,SLN
1921,AL,WS1,MIN,,4,76,,,N,N,Washington Senators,Griffith Stadium I,456069,95,96,WSH,WS1,WS1
1922,AL,BOS,BOS,,8,73,,,N,N,Boston Red Sox,Fenway Park I,259184,99,101,BOS,BOS,BOS
1922,NL,BRO,LAD,,6,78,,,N,N,Brooklyn Robins,Ebbets Field,498865,100,100,BRO,BRO,BRO
1922,NL,BSN,ATL,,8,76,,,N,N,Boston Braves,Braves Field,167965,95,97,BSN,BSN,BSN
1922,AL,CHA,CHW,,5,77,,,N,N,Chicago White Sox,Comiskey Park,602860,99,100,CHW,CHA,CHA
1922,NL,CHN,CHC,,5,76,,,N,N,Chicago Cubs,Wrigley Field,542283,102,102,CHC,CHN,CHN
1922,NL,CIN,CIN,,2,79,,,N,N,Cincinnati Reds,Crosley Field,493754,98,97,CIN,CIN,CIN
1922,AL,CLE,CLE,,4,80,,,N,N,Cleveland Indians,League Park II,528145,102,100,CLE,CLE,CLE
1922,AL,DET,DET,,3,77,,,N,N,Detroit Tigers,Navin Field,861206,97,96,DET,DET,DET
1922,NL,NY1,SFG,,1,79,,,Y,Y,New York Giants,Polo Grounds IV,945809,102,98,NYG,NY1,NY1
1922,AL,NYA,NYY,,1,77,,,Y,N,New York Yankees,Polo Grounds IV,1026134,102,98,NYY,NYA,NYA
1922,AL,PHA,OAK,,7,78,,,N,N,Philadelphia Athletics,Shibe Park,425356,102,105,PHA,PHA,PHA
1922,NL,PHI,PHI,,7,77,,,N,N,Philadelphia Phillies,Baker Bowl,232471,108,113,PHI,PHI,PHI
1922,NL,PIT,PIT,,3,78,,,N,N,Pittsburgh Pirates,Forbes Field,523675,102,100,PIT,PIT,PIT
1922,AL,SLA,BAL,,2,77,,,N,N,St. Louis Browns,Sportsman's Park IV,712918,104,103,SLB,SLA,SLA
1922,NL,SLN,STL,,3,77,,,N,N,St. Louis Cardinals,Sportsman's Park IV,536998,95,94,STL,SLN,SLN
1922,AL,WS1,MIN,,6,79,,,N,N,Washington Senators,Griffith Stadium I,458552,95,96,WSH,WS1,WS1
1923,AL,BOS,BOS,,8,78,,,N,N,Boston Red Sox,Fenway Park I,229688,100,103,BOS,BOS,BOS
1923,NL,BRO,LAD,,6,78,,,N,N,Brooklyn Robins,Ebbets Field,564666,98,97,BRO,BRO,BRO
1923,NL,BSN,ATL,,7,77,,,N,N,Boston Braves,Braves Field,227802,95,99,BSN,BSN,BSN
1923,AL,CHA,CHW,,7,75,,,N,N,Chicago White Sox,Comiskey Park,573778,99,99,CHW,CHA,CHA
1923,NL,CHN,CHC,,4,77,,,N,N,Chicago Cubs,Wrigley Field,703705,100,100,CHC,CHN,CHN
1923,NL,CIN,CIN,,2,78,,,N,N,Cincinnati Reds,Crosley Field,575063,98,97,CIN,CIN,CIN
1923,AL,CLE,CLE,,3,78,,,N,N,Cleveland Indians,League Park II,558856,100,100,CLE,CLE,CLE
1923,AL,DET,DET,,2,77,,,N,N,Detroit Tigers,Navin Field,911377,98,97,DET,DET,DET
1923,NL,NY1,SFG,,1,77,,,Y,N,New York Giants,Polo Grounds IV,820780,100,96,NYG,NY1,NY1
1923,AL,NYA,NYY,,1,76,,,Y,Y,New York Yankees,Yankee Stadium I,1007066,103,100,NYY,NYA,NYA
1923,AL,PHA,OAK,,6,75,,,N,N,Philadelphia Athletics,Shibe Park,534122,101,103,PHA,PHA,PHA
1923,NL,PHI,PHI,,8,75,,,N,N,Philadelphia Phillies,Baker Bowl,228168,111,115,PHI,PHI,PHI
1923,NL,PIT,PIT,,3,77,,,N,N,Pittsburgh Pirates,Forbes Field,611082,102,100,PIT,PIT,PIT
1923,AL,SLA,BAL,,5,78,,,N,N,St. Louis Browns,Sportsman's Park IV,430296,106,105,SLB,SLA,SLA
1923,NL,SLN,STL,,5,78,,,N,N,St. Louis Cardinals,Sportsman's Park IV,338551,97,97,STL,SLN,SLN
1923,AL,WS1,MIN,,4,79,,,N,N,Washington Senators,Griffith Stadium I,357406,95,95,WSH,WS1,WS1
1924,AL,BOS,BOS,,7,77,,,N,N,Boston Red Sox,Fenway Park I,448556,99,103,BOS,BOS,BOS
1924,NL,BRO,LAD,,2,77,,,N,N,Brooklyn Robins,Ebbets Field,818883,97,97,BRO,BRO,BRO
1924,NL,BSN,ATL,,8,76,,,N,N,Boston Braves,Braves Field,177478,95,98,BSN,BSN,BSN
1924,AL,CHA,CHW,,8,77,,,N,N,Chicago White Sox,Comiskey Park,606658,97,97,CHW,CHA,CHA
1924,NL,CHN,CHC,,5,78,,,N,N,Chicago Cubs,Wrigley Field,716922,101,101,CHC,CHN,CHN
1924,NL,CIN,CIN,,4,76,,,N,N,Cincinnati Reds,Crosley Field,473707,99,97,CIN,CIN,CIN
1924,AL,CLE,CLE,,6,75,,,N,N,Cleveland Indians,League Park II,481905,102,101,CLE,CLE,CLE
1924,AL,DET,DET,,3,78,,,N,N,Detroit Tigers,Navin Field,1015136,98,97,DET,DET,DET
1924,NL,NY1,SFG,,1,77,,,Y,N,New York Giants,Polo Grounds IV,844068,98,95,NYG,NY1,NY1
1924,AL,NYA,NYY,,2,78,,,N,N,New York Yankees,Yankee Stadium I,1053533,100,99,NYY,NYA,NYA
1924,AL,PHA,OAK,,5,75,,,N,N,Philadelphia Athletics,Shibe Park,531992,101,101,PHA,PHA,PHA
1924,NL,PHI,PHI,,7,76,,,N,N,Philadelphia Phillies,Baker Bowl,299818,112,115,PHI,PHI,PHI
1924,NL,PIT,PIT,,3,77,,,N,N,Pittsburgh Pirates,Forbes Field,736883,102,99,PIT,PIT,PIT
1924,AL,SLA,BAL,,4,78,,,N,N,St. Louis Browns,Sportsman's Park IV,533349,106,107,SLB,SLA,SLA
1924,NL,SLN,STL,,6,77,,,N,N,St. Louis Cardinals,Sportsman's Park IV,272885,98,98,STL,SLN,SLN
1924,AL,WS1,MIN,,1,79,,,Y,Y,Washington Senators,Griffith Stadium I,584310,98,96,WSH,WS1,WS1
1925,AL,BOS,BOS,,8,75,,,N,N,Boston Red Sox,Fenway Park I,267782,99,103,BOS,BOS,BOS
1925,NL,BRO,LAD,,6,77,,,N,N,Brooklyn Robins,Ebbets Field,659435,97,97,BRO,BRO,BRO
1925,NL,BSN,ATL,,5,76,,,N,N,Boston Braves,Braves Field,313528,91,94,BSN,BSN,BSN
1925,AL,CHA,CHW,,5,77,,,N,N,Chicago White Sox,Comiskey Park,832231,95,95,CHW,CHA,CHA
1925,NL,CHN,CHC,,8,77,,,N,N,Chicago Cubs,Wrigley Field,622610,102,102,CHC,CHN,CHN
1925,NL,CIN,CIN,,3,76,,,N,N,Cincinnati Reds,Crosley Field,464920,98,96,CIN,CIN,CIN
1925,AL,CLE,CLE,,6,77,,,N,N,Cleveland Indians,League Park II,419005,101,101,CLE,CLE,CLE
1925,AL,DET,DET,,4,77,,,N,N,Detroit Tigers,Navin Field,820766,98,98,DET,DET,DET
1925,NL,NY1,SFG,,2,76,,,N,N,New York Giants,Polo Grounds IV,778993,96,95,NYG,NY1,NY1
1925,AL,NYA,NYY,,7,79,,,N,N,New York Yankees,Yankee Stadium I,697267,98,97,NYY,NYA,NYA
1925,AL,PHA,OAK,,2,77,,,N,N,Philadelphia Athletics,Shibe Park,869703,107,106,PHA,PHA,PHA
1925,NL,PHI,PHI,,6,77,,,N,N,Philadelphia Phillies,Baker Bowl,304905,108,112,PHI,PHI,PHI
1925,NL,PIT,PIT,,1,77,,,Y,Y,Pittsburgh Pirates,Forbes Field,804354,106,104,PIT,PIT,PIT
1925,AL,SLA,BAL,,3,78,,,N,N,St. Louis Browns,Sportsman's Park IV,462898,105,106,SLB,SLA,SLA
1925,NL,SLN,STL,,4,76,,,N,N,St. Louis Cardinals,Sportsman's Park IV,404959,103,102,STL,SLN,SLN
1925,AL,WS1,MIN,,1,76,,,Y,N,Washington Senators,Griffith Stadium I,817199,99,97,WSH,WS1,WS1
1926,AL,BOS,BOS,,8,77,,,N,N,Boston Red Sox,Fenway Park I,285155,96,101,BOS,BOS,BOS
1926,NL,BRO,LAD,,6,76,,,N,N,Brooklyn Robins,Ebbets Field,650819,98,100,BRO,BRO,BRO
1926,NL,BSN,ATL,,7,77,,,N,N,Boston Braves,Braves Field,303598,91,93,BSN,BSN,BSN
1926,AL,CHA,CHW,,5,79,,,N,N,Chicago White Sox,Comiskey Park,710339,97,97,CHW,CHA,CHA
1926,NL,CHN,CHC,,4,78,,,N,N,Chicago Cubs,Wrigley Field,885063,102,101,CHC,CHN,CHN
1926,NL,CIN,CIN,,2,77,,,N,N,Cincinnati Reds,Crosley Field,672987,98,97,CIN,CIN,CIN
1926,AL,CLE,CLE,,2,80,,,N,N,Cleveland Indians,League Park II,627426,101,101,CLE,CLE,CLE
1926,AL,DET,DET,,6,81,,,N,N,Detroit Tigers,Navin Field,711914,101,100,DET,DET,DET
1926,NL,NY1,SFG,,5,76,,,N,N,New York Giants,Polo Grounds IV,700362,99,98,NYG,NY1,NY1
1926,AL,NYA,NYY,,1,75,,,Y,N,New York Yankees,Yankee Stadium I,1027675,99,96,NYY,NYA,NYA
1926,AL,PHA,OAK,,3,71,,,N,N,Philadelphia Athletics,Shibe Park,714508,106,104,PHA,PHA,PHA
1926,NL,PHI,PHI,,8,76,,,N,N,Philadelphia Phillies,Baker Bowl,240600,108,112,PHI,PHI,PHI
1926,NL,PIT,PIT,,3,79,,,N,N,Pittsburgh Pirates,Forbes Field,798542,105,102,PIT,PIT,PIT
1926,AL,SLA,BAL,,7,79,,,N,N,St. Louis Browns,Sportsman's Park IV,283986,105,107,SLB,SLA,SLA
1926,NL,SLN,STL,,1,79,,,Y,Y,St. Louis Cardinals,Sportsman's Park IV,668428,104,103,STL,SLN,SLN
1926,AL,WS1,MIN,,4,74,,,N,N,Washington Senators,Griffith Stadium I,551580,98,96,WSH,WS1,WS1
1927,AL,BOS,BOS,,8,78,,,N,N,Boston Red Sox,Fenway Park I,305275,98,102,BOS,BOS,BOS
1927,NL,BRO,LAD,,6,74,,,N,N,Brooklyn Robins,Ebbets Field,637230,100,100,BRO,BRO,BRO
1927,NL,BSN,ATL,,7,74,,,N,N,Boston Braves,Braves Field,288685,92,94,BSN,BSN,BSN
1927,AL,CHA,CHW,,5,75,,,N,N,Chicago White Sox,Comiskey Park,614423,98,98,CHW,CHA,CHA
1927,NL,CHN,CHC,,4,78,,,N,N,Chicago Cubs,Wrigley Field,1159168,101,99,CHC,CHN,CHN
1927,NL,CIN,CIN,,5,80,,,N,N,Cincinnati Reds,Crosley Field,442164,97,97,CIN,CIN,CIN
1927,AL,CLE,CLE,,6,77,,,N,N,Cleveland Indians,League Park II,373138,101,102,CLE,CLE,CLE
1927,AL,DET,DET,,4,78,,,N,N,Detroit Tigers,Navin Field,773716,101,102,DET,DET,DET
1927,NL,NY1,SFG,,3,74,,,N,N,New York Giants,Polo Grounds IV,858190,99,98,NYG,NY1,NY1
